Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
AMINE (TEXTIEL)," la creation ou l'acquisition de toute usine de filature, tissage, teinture, l'impression et conditionnement de tous articles textiles", Route 110 Km 18,Casablanca,33.611775 : -7.529275, 65095,Tribunal de Casablanca,,Societe Anonyme, 200 000 
STE IMMOBILIERE ALCALI, lotisseur, 58-60 Rue De La Garonne,Casablanca,33.58694440000001 : -7.6111111000000164, 72571,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
CASA INOX," la societe a pour objet directement ou indirectement pour son propre compte ou pour le compte des tiers : - tous travaux de menuisier en aluminium; inox et metallique ainsi qu'en bois - ebenisterie, vitrerie, tapisserie, decoration ameublement amenagement et enseigne - l'achat, la vente, l'importation, l'exportation et la commercialisation du bois, d'aluminium; inox; et de meuble - la realisation de tous travaux de ferronnerie, chaudronnerie et ou de construction metallique, aluminium; inox, etc. - la creation, l'acquisition, la location, la prise a bail avec ou sans promesse de vente, l'exploitation de tous de commerce se rapportant a ladite activite - l'acquisition et la vente de tous fonds biens meubles ou immobiliers necessaires a l'exploitation de l'activite de la societe - prendre a l'effet de realiser l'objet social ainsi defini, toutes participations ou tous interets par voie d'apports partiels, d'apports fusions, de souscription ou achat de titres, dans toutes societes existan"," 38 Lot Al Karam, Etage 1, Sidi Moumen",Sidi Moumen (AR),33.588406 : -7.498113, 168061,Tribunal de Casablanca, 000210926000062,Societe a Responsabilite Limitee a Associe Unique, 10 000 
SIGMA PROTECTION, negociant general, Hay Mohammadi Res My Driss Bloc A Apt A Lot Al Mouahidine Appt Ndeg8,Casablanca,33.5874513197 : -7.54902800704, 117249,Tribunal de Casablanca, 000190768000061,Societe a Responsabilite Limitee, 400 000 
SKODA (STE), bureau de representation, 379-383 Bd Ibn Tachfine,Casablanca,33.58416 : -7.57206, 90569,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
CARLES PERE ET FILS (ATELIER DE MECANIQUE AUTOMOBILE ET INDUSTRIELLE)," constructions, reparation, etudes techniques de toutes machines ou pieces mecaniques etc", 3 Rue Parmentier,Rabat,34.015049 : -6.83272, 9543,Tribunal de Rabat,,Societe a Responsabilite Limitee, 3 000 000 
VIVI. M," travaux de soudureur et d charpente, menuiserie de bois et menuiserie mettalique, peinture, paltre, construction de batiment, import export", Av Mly Rachid Hay El Massira N 84 Boujdour,Laayoune,26.125849 : -14.485291, 5255,Tribunal de Laayoune,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
BLOOMVALE (BLOOMVALE), marchand effectuant import-export, Rue Othman Ex Aspirant Lafuente N51,Casablanca,33.58524 : -7.62375, 72061,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
INTERCONTINENTAL DE PLASTIQUE, import-export, Avenue Des Far Immeuble Saloua N4,Mohammedia,33.699335 : -7.389384, 883,Tribunal de Mohammedia,,Societe Anonyme, 100 000 
ATLAS MEKNES (SERIE BOIS) (SBAB), entreprise de menuiseries, Lot Souria Km 6 Route El Hadj Kaddour,Meknes,33.844763 : -5.52282, 18597,Tribunal de Meknes,,Societe a Responsabilite Limitee, 60 000 
COM SERVICES (STE), entrepreneur de travaux mecanographiques, Rue Jabal Toubkal N1,Rabat,34.015049 : -6.832719999999995, 28447,Tribunal de Rabat,,Societe Anonyme, 1 050 000 
MAROCAINE D'ETUDES ET E FOURNITURES ELECTRIQUES ET DE TELECOMMUNICATION (MAROC TELEC)," la realisation des travaux d'installation, concessionnaire d'une teleboutique", 55 Rue Aspirant Lafuente,Casablanca,33.58524 : -7.62375, 31209,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 300 000 
MAROCAINE DE LOCATION DES PHOTOCOPIEURS (STE) (SOMALOP), loueur de machines mecanographiques, Rue De Noyon Residence Dar El Beida,Casablanca,33.592665 : -7.592294, 75449,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
AGA MILLE FLEURE, approvionneur de navires, N 116 Hay El Moustakbal Ait Melloul,Inezgane- Ait Melloul,30.3658333 : -9.538055600000007, 2791,Tribunal de Inzegane, 001465144000040,Societe a Responsabilite Limitee, 100 000 
BOUMAJDI SERVICES," travaux divers, negociant", Hay Cheikh Lamfadel Rue Ouergane N60,Sale,34.054772 : -6.783817, 9307,Tribunal de Sale,,Societe a Responsabilite Limitee, 20 000 
NEGOCE SAWLI, negoce import export commerce," 21, Rue El Hatimi",Casablanca,33.56937 : -7.64056, 97913,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
AFRICAINE (CIE D'ARMEMENTS ET DE PECHERIES) (CAPA), armement affretement et la consignation de navires la peche de tous poissons en general construction entretien reparation etc, Tighert Region De Mogador,Essaouira,31.50976 : -9.767865, 2377,Tribunal de Marrakech,,Societe Anonyme, 100 000 
ATIF H ET CIE (ATIF H), fonderie, Km 22 Rte Secondaire 107,Tit Mellil (M),33.557174 : -7.484752, 73565,Tribunal de Casablanca,,Societe Anonyme, 600 000 
DAR JAWHARA," fabrication,transformation et la vente de tous bijoux,tous travaux d'horlogerie toutes operations commerciales industrielle financiers mobilier", 80 Bd D'anfa,Casablanca,33.59249 : -7.63281, 30653,Tribunal de Casablanca,,Societe Anonyme, 50 000 
MAGHREB MEDICAL MAINTENANCE, entrepreneur d'installation de materiel medical, Avenue Stendhl N17,Casablanca,33.5659 : -7.63735, 65119,Tribunal de Casablanca,,Societe Anonyme, 100 000 
B.M.C.I CREDIT CONSO, credit a la consommation, 30 Av Des Forces Armees Royales,Casablanca,33.58694440000001 : -7.6111111000000164, 145001,Tribunal de Casablanca,,Societe Anonyme, 30 000 000 
DIMANI TRANS, le transport sous tous ses formes sur tout le territoire marocain et a l'etranger ainsi que le transport de marchandises et de tous autres produits .., Hay Souani Rue 107 N5,Tanger-Assilah,35.768486 : -5.809275, 14697,Tribunal de Tanger,,Societe a Responsabilite Limitee, 500 000 
ABEL (STE), representation publicite et relations publiques, Im Chaabi Rue Al Istiqlal,Kenitra,34.2636 : -6.58141, 18982,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
STE CHAOUCH DES PRODUITS CHIMIQUES ET D'ENTRETIEN (SOCHAPRO)," fabricant de produit chimique vendant en gros, gardiennage, surveillange, et pretection", Rue Du Tunis N3,Oujda (M),34.687837 : -1.914397, 14933,Tribunal de Oujda,,Societe a Responsabilite Limitee, 100 000 
ORIENTAL SOLAIRE," planification, distribution d'installation de l'energie solaire, energie alternative, participation a tous marche publics ou prives", 11 Avenue Sahel El Aj Hay Amal,Nador,35.16462 : -2.920613, 2091,Tribunal de Nador,,Societe a Responsabilite Limitee, 10 000 
FISH PROCESS MAROC," congelation, transformation, exportation, commercialisation des produits de la mer, leur negoce a l'exportation et a l'interieur du pays - industrie de la peche maritime en general - la peche maritime et long des cotes nationales et hauturiere - acquisition location gerance exploitation armement", Av De La Mecque Imm Des Habous 3eme Etage Appt 17,Laayoune,27.133789 : -13.176787, 5015,Tribunal de Laayoune, 000086941000090,Societe a Responsabilite Limitee, 100 000 
MAS ET CIE (ETS)," commerce, conditionnement, fruits secs et frais primeurs agrumes commerce generale consignation courtage commission et representation", 110 Rue Lieutenant Mannevy,Casablanca,33.533333 : -7.583333, 6083,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 600 000 
NOUR GHARB (STE DES TRAVAUX)," exploitation des carrieres, travaux divers et terracement", Avenue Mohamed V Rue 21 N15bis,Sidi-Kacem,34.223955 : -5.706518, 24537,Tribunal de Sidi Kacem, 001666160000049,Societe a Responsabilite Limitee, 100 000 
NORD (FIDUCIAIRE DU) (FIDUNORD)," fiduciaire, comptabilite juridique et fiscales", Imm Chami Place De La Resistance,Fes,34.044845 : -4.996786, 14730,Tribunal de Fes,,Societe a Responsabilite Limitee, 100 000 
MAROCAINE DE CONSTRUCTIONS NOUVELLES (STE), vente fabrication entreprise de constructions suivant procedes modernes, 26 Boulevard De Marseille,Casablanca,33.601844 : -7.630466, 10925,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
TIT MELLIL (DECORATION VERRE), vernisseur sur verres fabracant de materiels en plastiques, 83 Hay Pam Sidi Ismail El Jadida,Casablanca,33.58694440000001 : -7.6111111000000164, 62043,Tribunal de Casablanca,,Societe Anonyme, 300 000 
ENERCOM (ENERCOM), tenant un bureau d'etudes, 40 Bd D'anfa 2eme Etage App 5,Casablanca,33.59249 : -7.63281, 74207,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
MERIDIENNE GALLERY, marchand de meubles, 394 Rue Mostapha El Maani,Casablanca,33.58795 : -7.61764, 72911,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
SONORIMEX (SONORIMEX), import-export, Avenue Tarifa Rue B N14 Touabel Soufla,Tetouan,35.590119 : -5.342244, 1763,Tribunal de Tetouan,,Societe a Responsabilite Limitee, 100 000 
BEL EL KHADIR (STE CREMERIE BOULANGERIE PATISSERIE), exploitant un milk bar, Amal O Pres De Hammam Am Amal Cym,Rabat,33.995294 : -6.866454, 29101,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000 
BON ANNIVERSAIRE, marchand importateur, Oulfa Hay Assafa Rue 15 Ndeg16,Casablanca,33.5564236661 : -7.67990817114, 79077,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 200 000 
CENTURELLI-MAROC (STE)," chauffage, sanitaire, plomberie, electricite", Km 4 Route De Rabat,Casablanca,33.609434 : -7.519515, 14901,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 6 000 
EXPANSION COMMERCIALE ET VINICOLE (STE), vins bieres et limonades, Rue Copperson Gueliz,Marrakech,31.63231 : -8.009374, 513,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 100 000 
NEGOAGDAZ (NEGOAGDAZ), negociant, Hay El Azhari I Rue 62 N57 Quartier El Oulfa,Casablanca,33.5493765355 : -7.68554439801, 68739,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
MACHINOGROUP (MACHINOGROUP), marchand effectuant import-export, Rue Jalal Eddine Assayouti N32,Casablanca,33.589427 : -7.634818, 78763,Tribunal de Casablanca, 000513592000039,Societe Anonyme, 300 000 
NORDAFRICAINE DE TEXTILES (NORDATEX), textiles, Zone Industrielle Route De Tetouan Azit 33,Tanger-Assilah,35.740831554 : -5.779227072, 4895,Tribunal de Tanger,,Societe Anonyme, 5 950 000 
CONFIAS HOME MAROC," services supplementaires ou accessoires du secteur immobilier, touristique", Station Balneaire Bp122,Saidia (M),35.087183 : -2.231814, 1089,Tribunal de Berkane, 001712906000071,Societe a Responsabilite Limitee, 3 000 000 
WORLD INDUCTION," entrepreneur, installations electriques", Sidi Bernoussi Bloc 19 N3bis Rue 30,Casablanca,33.610869 : -7.504093, 70935,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 50 000 
TELECMA TRAVAUX D'ELECTRICITE DUU MAROC, entreprise d'installation electriquue, Rue El Gara N1,Casablanca,33.60851 : -7.56437, 77501,Tribunal de Casablanca,,Societe Anonyme, 100 000 
GENIE MAGHREBIN DU MANAGEMENT ET DE L'INFORMATIQUE (STE) (G2MI), tenant un bureau d'etudes, Rue Chaouchi Bab Chaafa N70,Sale,34.044202 : -6.825406, 1567,Tribunal de Sale,,Societe a Responsabilite Limitee, 10 000 
MAROCAINE DES IMPRIMERIES GRAPHONIST (STE) (SOMIGRAP)," imprimerie, papeterie, librairie, edition et publication etc", 6 Rue Des Glycines Beausejour,Casablanca,33.55672 : -7.667043, 44303,Tribunal de Casablanca, 001593848000057,Societe Anonyme, 2 000 000 
PRECISION-PLUS, import-export, 16 Rue De Foucauld,Casablanca,33.59673 : -7.61523, 57783,Tribunal de Casablanca,,Societe Anonyme, 10 000 
SOPHA GHARB, produits pharmaceutiques en gros, Boulevard De La Gare,Sidi-Kacem,34.225687 : -5.709779, 24273,Tribunal de Souk Larbaa,,Societe Anonyme, 600 000 
YVON R. DE FARGUES INGENIEUR CONSEIL (CABINET), etablir tous projets faire tous rapports etudes recherches et expertises la surveillance ou la conduite de tous travaux et installation etc, 81 Rue Colbert,Casablanca,33.59355 : -7.61359, 19307,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
NORD SUD TOURISME, la creation la gestion la location ainsi que l'exploitation de toute etablissement touristique, Rue Patrice Lumumba N63,Tanger-Assilah,35.766667 : -5.8, 6523,Tribunal de Tanger,,Societe Anonyme, 11 000 
SAFI (CARRELAGE ARTISANAL DE) (CARTISA)," fabrication, vente, achat de poterie"," Route Dar Siaissa Km 4,300",Safi,32.300494 : -9.230993, 475,Tribunal de Safi,,Societe a Responsabilite Limitee, 100 000 
TOUINT D'IMPORT ET D'EXPORT (STE), importation et exportation, Av Abou El Hassan Chadli N6,Tanger-Assilah,35.768486 : -5.809275, 9435,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 
J. LEMARCHAND (STE IMMOBILIERE), acquisition d'immeubles et edification de construction a usage industriel commercial, 47 Boulevard De La Gare,Casablanca,33.58694440000001 : -7.6111111000000164, 10227,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 50 000 000 
PERFECT PROJET, batiment et travaux publics, Immeuble 33 Angle Rues Omar Slaoui Et Abderrahmane Chenguiti Magasin N 21,Rabat,34.011475 : -6.857215, 49597,Tribunal de Rabat, 001537498000062,Societe a Responsabilite Limitee a Associe Unique, 100 000 
SERVICES ETUDES ET TRAVAUX (SETRA)," execution ou surveillance de tous travaux publics ou prives, execution de tous meubles etude recherche de tous marches acquisition etc", 13 Rue Saad Bnou Abi Ouqass,Casablanca,33.59179 : -7.58384, 35023,Tribunal de Casablanca,,Societe Anonyme, 400 000 
MAROCAINE DE REVETEMENTS METALLIQUES ET PLASTIQUES (STE) (METALROC), tous travaux d'industrie et de transformation des metaux et du matieres plastiques et en particulier les revetements ayant pour objet la protect," Km 12,500 Route De Rabat",Casablanca,33.58694440000001 : -7.6111111000000164, 17181,Tribunal de Casablanca,,Societe Anonyme, 360 000 
RMICO, industie de textile et de confection import-export, Km 4 Route Cotierre D'azemmour,Casablanca,33.603244 : -7.620009, 45469,Tribunal de Casablanca,,Societe Anonyme, 300 000 
STE ASSRE DE CONSTRUCTION (27/10/1999), travaux de construction, 16 Rue De Londre,Oujda-Angad,34.695905 : -1.919944, 16189,Tribunal de Oujda,,Societe a Responsabilite Limitee, 100 000 
INSTITUT PROFESSIONNEL DE SCIENCES APPLIQUEES (STE) (IPSA), institut professionnel prives, 77 Rue Agadir,Essaouira,31.512088 : -9.76632, 187,Tribunal de Essaouira,,Societe en Nom Collectif, 10 000 
IRIS INDUSTRIES, confection, Rue 8 Ibn Zaidoun Appt 4,Tanger-Assilah,35.774495 : -5.81018, 11239,Tribunal de Tanger,,Societe a Responsabilite Limitee, 700 000 
NKIBAR, fabrication de vetements confectionnes, Ndeg40 Rue 10 Gr 6 Hay Douma Sidi Moumen,Casablanca,33.5691451409 : -7.5534799094, 49291,Tribunal de Casablanca, 001543999000008,Societe a Responsabilite Limitee, 300 000 
POLICOMMERCIALE DU MARCHE CRAND MAGHREB (PMGM), exploitation d'importation et exportation, Rue Bagdad Lot Ada Sans Numero Tetouan,Tetouan,35.579799 : -5.346312, 1781,Tribunal de Tetouan,,Societe a Responsabilite Limitee, 1 200 000 
GEPIC IMMOBILIER (STE), transactions immobilieres et courtage, 61 Rue Melouya Appt 6 Agdal,Fes,34.041079 : -5.019417, 49237,Tribunal de Rabat,,Societe a Responsabilite Limitee, 200 000 
COPHALA," achat et vente des medicaments des produits veterinaires et para pharmaceutiqurs en gros, import-export"," Rue Ibn Batouta N2,6,8 Et 10 Hay El Kassam",Laayoune,27.158503 : -13.207882, 2095,Tribunal de Laayoune,,Societe a Responsabilite Limitee, 1 500 000 
MKF NEGOCE, marchand de machines de bureau, Jabal Ayachi N29 Appt 1,Rabat,33.9954 : -6.846795, 44023,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
TUNMAC, toutes operations commerciales industrielles financieres mobilieres et immobiliers, Rue De Fes Allee De La Reine,Mohammedia,33.6833333 : -7.383333300000004, 175,Tribunal de Mohammedia,,Societe Anonyme, 3 240 000 
STE MTIOUA DE TRAVAUX DIVERS, travaux divers et construction, Av 20 Aout Dchiar,Taounate,34.536836 : -4.638198, 83,Tribunal de Taounat, 001650540000033,Societe a Responsabilite Limitee, 100 000 
GRAND CENTRAL EXPORT CORPORATION (STE)," commerce general de tous produits, marchandises, denrees", 114 Avenue D'amade,Casablanca,33.59394 : -7.6184, 11123,Tribunal de Casablanca,,Societe Anonyme, 250 000 
NUTRI-AM, commerce des produits alimentaires, Lotissement Sigal Sigalon Avenue Hassan Ii N 5 Temara,Skhirate- Temara,33.929956 : -6.91434, 50875,Tribunal de Rabat, 001554404000082,Societe a Responsabilite Limitee, 800 000 
ABITAK.MA," promoteur a la construction d'immeubles, effectuant achat et vente d'immeubles ou autres speculations immobilieres, courtier d'immeubles", N65 Appt 29 3etage Bd Mansour Eddahbi Gueliz Chez Belba S Group,Marrakech,31.633846 : -8.013367, 23751,Tribunal de Marrakech, 000200999000080,Societe a Responsabilite Limitee a Associe Unique, 10 000 
CORKAFRIC, industrie et commerce du liege, 67bis Avenue Du Chellah,Rabat,34.015049 : -6.83272, 7695,Tribunal de Rabat,,Societe Anonyme, 3 000 000 
GUELAA SERVICES (STE EL), entrepreneur de travaux de batiments, Sect 7 241 Hay Salam,Sale,34.035536 : -6.787383, 1855,Tribunal de Sale,,Societe a Responsabilite Limitee, 100 000 
PALMVERT (PALMVERT), ste agricole, Bled Daoudat Ain Ait Brahim Hachtouka,El-Jadida,33.312366 : -8.163714, 1057,Tribunal de Eljadida,,Societe a Responsabilite Limitee, 10 000 
REDA AMINE DE TRAVAUX (ESE) (ERATA), entreprise de travaux divers, 17bis Rue Al Omam Hay Al Moustachfa,Safi,32.309897 : -9.232274, 473,Tribunal de Safi,,Societe a Responsabilite Limitee, 100 000 
LAGBOURI CONFECTION (STE)," fabricant de vetement confectionnes, expt etablissement industriel", Res Nasadihi Imm K3 Karim 22-20630 Ain Harrouda,Casablanca,33.635666 : -7.448419, 72631,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
MARIAMIA (MARIAMIA), entrepreneur de batiments, Rue Abou Faris Al Marini N30,Rabat,34.016553 : -6.831305, 28047,Tribunal de Rabat,,Societe Anonyme, 3 000 000 
AMERICAN FOOD COMPANY (A.F.O.C.), vente d'alimentation generale de genre americaine, 34 Rue Cantenae Gironde,Casablanca,33.5808250308 : -7.59778903469, 48271,Tribunal de Casablanca,,Societe Anonyme, 10 000 
MAROCAINE D'AUTOMOBILES ET DE MOTEURS (STE) (SOMAM), toutes operations concernant vehicules automobiles moteurs materiels et appareils, 290 Bd De La Gare,Casablanca,33.61094 : -7.52826, 17993,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 
SOCIETE SAR-INGENIERIE, entrepreneur de travaux divers ou construction et tenant un bureau d'etude.," Hassan, 22 Rue Moulay Rachid, Appartement Ndeg10.",Hassan (AR),34.02706 : -6.839225, 50749,Tribunal de Rabat, 001690149000015,Societe a Responsabilite Limitee, 1 700 000 
MEGA SPALE, imprimerie import-export, Nakhla Ii N988,El Kelaa Des Sraghna,32.051832 : -7.407526, 231,Tribunal de Kelaa Sraghna,,Societe en Nom Collectif, 100 000 
ATLAL (ELECTRICITE), entrepreneur d'installation electriques, N132 Rue Cameroun Vn,Fes,34.017465 : -4.98651, 15981,Tribunal de Fes,,Societe Anonyme, 60 000 
PRO COMPUTER, vente entretien et reparation materiel informatique & electronique achat et vente developpement et installation des logiciels et programme formation et conseil en matiere de technique en informatique, 20 Ang Bd Cheikh Saadi Av 29 Fevrier Talbojt,Agadir (M),30.424994 : -9.588099, 10473,Tribunal de Agadir,,Societe a Responsabilite Limitee, 100 000 
DAR NATACHA, effect achat et vente d'immeubles ou autres speculation immobilieres," Derb Agdal Ndeg 83, Bab Ahmer",Marrakech,31.614564247 : -7.97799892, 20511,Tribunal de Marrakech, 001570277000057,Societe Civile Immobiliere, 10 000 
ANY-WAY IMPORT EXPORT (STE), import export, 7 Rue Oum Rabiaa Pres De L'hotel Marrakech Gueliz,Marrakech,31.630627 : -8.004339, 7049,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 100 000 
SOCIETE MOROCCAN TRANSPORT ET FACILTIES (M.T ET F), transport touristique, 55 Quartier Mansour Dahbi Immeuble Dades,Ouarzazate,30.91987 : -6.8935390000000325, 823,Tribunal de Ouarzazate,,Societe a Responsabilite Limitee, 140 000 
TANGER (STE ELECTRO-TECHNIQUE DE), vente de materiel electrique, 154 Rue D'angleterre,Tanger-Assilah,35.77806 : -5.81912, 3629,Tribunal de Tanger,,Societe Anonyme, 10 000 
SOCIETE ISMAILIENNE DE RESTAURATION, cafe et restaurant," 1, Rue Beyroute",Meknes (M),33.895 : -5.554722200000015, 17871,Tribunal de Meknes,,Societe Anonyme, 500 000 
INDUSTRIE DE DISTRIBUTION D'APPAREIL DE TELECOMMUNICATION ELECTRIQUE (STE D') (SIDATE), importateur vendant en gros, Rue Oued Ziz N20,Rabat,34.004265 : -6.8476, 26985,Tribunal de Rabat,,Societe Anonyme, 10 000 
ARCOMAG (STE) (ARCOMAG)," toutes operations industrielles, commerciales, financieres, immobilieres et agricoles pouvant se rattachant directement ou indirectement", 3 Rue Duhaume,Casablanca,33.591253 : -7.626012, 6999,Tribunal de Casablanca,,Societe Anonyme, 100 000 
FRANCO MAROCAINE (STE HORLOGERIE), achat vente courtage d'articles d'horlogerie bijouterie orfeverie, 5 Rue Martiniere,Rabat,34.01858 : -6.832924, 12093,Tribunal de Rabat,,Societe a Responsabilite Limitee, 500 000 
IKAN IMPORT EXPORT, import-export, Route Sakka,Taza,34.221061 : -4.010664, 63,Tribunal de Guercif,,Societe a Responsabilite Limitee, 200 000 
PANEL EQUITATION SPECTACLE RANCH PAL MERAIE (STE), curie pour les cheveaux, Mamar Nakhil Place Golef,Marrakech,31.645301 : -7.981994, 8301,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 100 000 
SOCIETE MAROCAINE DE PECHE AU CHALUT (SOMPEC), toutes formes d'activites se rapportant a la peche a ses produits et au commerce maritime, Rue De Bapaume Ndeg 29 1ere Etage Ndeg 5 Quartier De La Gare,Casablanca,33.58694440000001 : -7.6111111000000164, 36663,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
AMLIL IMPORT-EXPORT (STE), import-export, 93 Ennahda 1,Taza,34.221061 : -4.010664, 121,Tribunal de Taza,,Societe a Responsabilite Limitee, 10 000 
MEDA FLOR," travaux divers, assainissement, eclairage, terrassement nivellement, sablage et voiries, installation et cablage, negoce", 14 Av My Rachid Rue Nepal Lotis Ouafae Ii Rte De Sefrou,Fes,34.01036 : -4.974913, 19849,Tribunal de Fes,,Societe a Responsabilite Limitee, 100 000 
ETOILE (PEPETERIE DE L'), vente de fournitures de bureaux papeterie materiel de bureau, 36 Rue 150 Hay My Abdellah Inara 1,Casablanca,33.5357220535 : -7.59348398049, 62809,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 200 000 
SOCIETE ASATOUR TRAVAUX, entrepreneur de travaux divers ou de construction negociant, Hay Amal Route D'agadir,Chichaoua (M),31.520102 : -8.771332, 59,Tribunal de Imintanoute, 001457812000027,Societe a Responsabilite Limitee, 100 000 
TAFILALET (IMPRIMERIE PAPETERIE)," imprimerie, librairie", 18 Kissariat Boukar Bd 11 Janvier,Marrakech,31.64478 : -7.98685, 7365,Tribunal de Marrakech,,Societe Anonyme, 100 000 
PROXYGENE, production du gaz industriel et distribution d'oxygene, Embranchement Des Routes 107 Et 111,Mohammedia,33.702852 : -7.372212, 3137,Tribunal de Mohammedia, 001431504000012,Societe a Responsabilite Limitee, 100 000 
TUNNEL FROID (STE)," entretien, reparation, commercialisation de frigirateurs et congelateurs", Rue De L'atlas N246,Oujda-Angad,34.695355 : -1.903254, 15855,Tribunal de Oujda,,Societe a Responsabilite Limitee, 200 000 
KEISERS CONFECTION (STE), l'exploitation de tout atelier de confection, 162 Bd Mohamed V Et 11 Abdellah El Mediouni,Casablanca,33.593485 : -7.603666, 38449,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
OULAD DAOUD ET FILS, expl. etab. de caoutchouc, Residence Annajd Bat 22 App 234 Bd Stendhal,Casablanca,33.566585 : -7.63704, 72189,Tribunal de Casablanca, 001341660000024,Societe a Responsabilite Limitee a Associe Unique, 100 000 
AFRIQUE PUBLICITE, fabrication et reparation de chaussures, 155 Boulevard Moulay Youssef,Kenitra,34.26397 : -6.570675, 7558,Tribunal de Rabat,,Societe a Responsabilite Limitee, 50 000 
SOCIETE NOUVELLE AIR D'AMEUBLEMENT (SONAMEB), vente des matelas et des ameublement pour les foyer, Lot Kasba N 102,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 6823,Tribunal de Agadir,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
NATURAL FOOD," fabrication, transformation des produits", 18 Rue Canizares,Casablanca,33.587305 : -7.61076, 58283,Tribunal de Casablanca,,Societe Anonyme, 100 000 
ALPHA 56, cafe patisserie, 16 Bis Avenue Mohammed V Vn,Meknes,33.899304 : -5.546754, 18177,Tribunal de Meknes, 001761281000051,Societe a Responsabilite Limitee, 150 000 
STE POUR L'EXPLOITATION DE LA STATION SERVICE INDUSTRIE, exploitation de la station de service pour automobiles, Angle Boulevard Ba Hmad Et 159 Bd Moulay Ismail,Casablanca,33.59822 : -7.58306, 34383,Tribunal de Casablanca, 001530570000005,Societe a Responsabilite Limitee, 1 500 000 
CKOURIENNE METAL BOIS ET ALUMINIUM (SCMBA), menuiserie metal bois et aluminium, Rue 3 Bloc 2 Ndeg51 Hay Dounia Sidi Moumen,Sidi Moumen (AR),33.588406 : -7.498113, 89585,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
ENTREPRENEUR DE CONDITIONNEMENT ET D'EMBALLAGES, entrepreneur de conditionnement et d'emballages, Lot Sofia 2 Rue 1 Villa 8 Cil,Casablanca,33.55672 : -7.667043, 44141,Tribunal de Casablanca,,Societe Anonyme, 100 000 
SYBASE MAROC," representation marketing de la societe, edition de logiciel."," 197, Avenue Zerktouni, Et Rue Avignon, Al Massira 21 000.",Casablanca,33.58764 : -7.6328, 117097,Tribunal de Casablanca,,Succursale, 400 000 
SAFRIM (STE) (SAFRIM)," recuperation, traitement et commerce de metaux et matieres premieres industrielles", 28 Avenue Des Far,Casablanca,33.56853 : -7.56009, 29663,Tribunal de Casablanca,,Societe Anonyme, 10 000 
AERIENNE DE PHOTOGRAPHIE (CIE)," toutes operations de photogrammetrie, prise de participation dans societes metallurgiques, mecaniques, electriques, minieres, de travaux publics", 38 Rue Gallieni,Casablanca,33.580825 : -7.623784, 11453,Tribunal de Casablanca,,Societe Anonyme, 10 000 000 
LALILIS-CARS HICHAM ET CIE, loueur de vehicules automobiles, Quartier El Bahja B5 N4,Ouarzazate,30.919091 : -6.903823, 719,Tribunal de Ouarzazate,,Societe en Nom Collectif, 100 000 
STE VILLA PALMIERS, maitre d'hotel/transport touristique, Entree Ksar Jpana Erfoud,Errachidia,31.436044 : -4.233067, 3085,Tribunal de Errachidia,,Societe a Responsabilite Limitee, 100 000 
STE AGRICOLE DE FADLI, exploitations agricoles elevage et toutes operations financieres industrielles et commerciales se rapportant a ces operations, 3 Avenue Dar El Maghzen,Rabat,34.017563 : -6.835506, 1927,Tribunal de Rabat,,Societe Anonyme, 1 500 000 
