Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,Capital
TITA IMPORT-EXPORT," l'achat la vente de tous produits, la fabrication et la confection de vetements et tissus etc...", Rue Sigilmassa N80 2eme Etage,Casablanca,33.58694440000001 : -7.6111111000000164, 49549,Tribunal de Casablanca,,Societe Anonyme, 100 000 
MAROCAINE DE CONFECTION DES CUIRS ET TISSUS," toutes operations d'artisanat, maroquinerie et notamment achat, importation, vente des matieres premieres et articles de maroquinerie...", 52 Av Pasteur,Casablanca,33.59737 : -7.59445, 32635,Tribunal de Casablanca,,Societe Anonyme, 10 000 
COMPAGNIE MAROCAINE DE FINANCEMENT D'ETUDES ET DE PARTICIPATION (COMAFIPAR)," entreprise de tous travaux, installation, fournitures concernant directement ou indirectement a la construction, batiment...",N/A,N/A,33.371898 : -7.543865, 6805,Tribunal de Casablanca, 001553198000052,Societe a Responsabilite Limitee a Associe Unique, 13 305 900 
SARZETEX CONFECTION, confection de tout article d'habillement," Quartier Hassania Av. De L'irak N 5 Ben Dibane,",Tanger-Assilah,35.75823 : -5.82562, 6871,Tribunal de Tanger,,Societe Anonyme, 3 010 000 
FONCIERE ET FINANCIERE (CIE) (COFOFI), achat souscription vente placement de titres exploitation de toutes entreprises, 15 Rue De Longury,Casablanca,33.58694440000001 : -7.6111111000000164, 9503,Tribunal de Casablanca,,Societe Anonyme, 5 000 000 
MENA (ETS), toutes operations agricoles industrielles commerciales, 3 Rue De Bordeau,Rabat,34.015049 : -6.832719999999995, 9036,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
KHALIL DE MENUISERIE (ETS), tout ce qui se rattache a la menuiserie, Rue Abdellah Ben Yasine Qi,Marrakech,31.63025 : -8.036263, 4581,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 10 000 
AZEMMOUR (STE IMMOBILIERE D')," acquisition de plusieurs immeubles batis ou non batis, mise en valeur pour l'edification de constructions et l'exploitation de ces immeubles", 239 Bd De La Gare,Casablanca,33.58694440000001 : -7.6111111000000164, 18723,Tribunal de Casablanca,,Societe Anonyme, 1 000 000 
SOCIETE DES ETABLISSEMENTS MADRAS," achat,vente,preparation,le montage,fabrication,consignation,commission,representation,articles,pieces detachees,accessoires et produits inerenan", Residence Al Abrar Immeuble J Rdc N 1 Boulevard Ibn Tachfine Ain Borja,Casablanca,33.58694440000001 : -7.6111111000000164, 30637,Tribunal de Casablanca, 000083585000007,Societe a Responsabilite Limitee a Associe Unique, 600 000 
FLOWERS EXPORT, marchand ou intermediaire effectuant import-export, Avenue Mohamed Diouri N131 Appt N7,Kenitra,34.26145 : -6.58557, 24865,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 10 000 
SILIKAL MAROC, commercialisations de la resine et les produits chimiques pour le batiment, Rue 47 Ndeg 35 Y El Oulfa Casa,Casablanca,33.58694440000001 : -7.6111111000000164, 114697,Tribunal de Casablanca, 000191419000041,Societe a Responsabilite Limitee, 100 000 
CASABLANCAISE DE FABRICATION DE PLASTIQUE (STE) (CASAPLAST), fabrication de tous articles en plastiques, Rue E N8 Oukacha Quartiere Industriel,Casablanca,33.58694440000001 : -7.6111111000000164, 43469,Tribunal de Casablanca, 001688023000090,Societe a Responsabilite Limitee, 800 000 
COFICAS (STE) (COFICAS), organisation comptable financiere et adiministrative de toutes entreprises commerciales industrielles et financieres operations relatives etc..., 64 Rue Du Mont Ampagnini,Casablanca,33.533333 : -7.583333, 38369,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
ENTREPRISE TOP SOURCE DE CONSTRUCTION, promoteur a la construction d'immeubles, Rte Nationale N 8 Timlilt Chichaoua,Marrakech,31.542785 : -8.760775, 21423,Tribunal de Marrakech, 001457603000044,Societe a Responsabilite Limitee, 100 000 
RACHIDA (SOCIETE ESE), entrepreneur de batiments, Bd Allal Ben Abdellah N8 Bp 55 Medioun,Casablanca,33.456235 : -7.520999, 57621,Tribunal de Casablanca,,Societe Anonyme, 100 000 
CAFE PATISSERIE AS SALAM, exploitant de cafe, Massira I My Driss I N171/i,Skhirate- Temara,33.85 : -7.029999999999973, 43795,Tribunal de Rabat,,Societe a Responsabilite Limitee, 60 000 
ALIMENTATION EQUILIBREE (L') (AEC?), recherches scientifiques interessant l'alimentation la biologie l'agriculture..., 24 Rue Charles Roux,Rabat,34.015049 : -6.83272, 7365,Tribunal de Rabat,,Societe Anonyme, 100 000 
HERCULES. MA," la societe a pour objet : promotion immobiliere, l'achat, la vente, la location, la commercialisation directe ou par commission, l'import, l'export, le negoce national et international, le transit et le transport, la prestation de services. et plus generalement toutes operations commerciales, financieres, industrielles, mobilieres et immobilieres se rattachant directement ou indirectement a l'objet precite ou susceptible de contribuer au developpement de la societe"," Rue Farabi, Ridence Palace 8, Entresol N5",Tanger-Medina (AR),35.77945 : -5.80467, 31703,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 
AMLY-FRERES (STE)," cafe, restaurant, bar", Avenue Des Far S/n,El-Jadida,33.249374 : -8.498674, 11,Tribunal de Sidi Bennour,,Societe Anonyme, 10 000 
SEKKAT ET BERRADA IMPORT-EXPORT (SEBIMEX), achat vente de tous produits ou marchandises, 27 Rue De Terves Av Hassan Ii,Casablanca,33.58957 : -7.62008, 49663,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 450 000 
ACTIFORM SECUROUTE (SECUROUTE)," auteur d'ouvrage, operations de domiciliation et de creation d'entreprise et tous travaux juridiques", 214 Bd Ibnou Sina Hay El Hana,Casablanca,33.5737 : -7.6652, 80441,Tribunal de Casablanca, 000513602000060,Societe a Responsabilite Limitee, 1 600 000 
SALE (IMPRIMERIE DE) (SALA)," imprimeur et l'edition en general, realisation de toutes operation financ, comm, indus, mob, immob ou en vue de favoriser et developper l'objet social", Lot 14 Zone Industrielle,Sale,34.0456478 : -6.8024781, 289,Tribunal de Sale,,Societe a Responsabilite Limitee, 7 500 000 
LIF (MEDICAL), commercialisation des parapharmaceutiques et paramedicales, 25 Rue Abdeslam Serghini,Fes,34.04023 : -4.99607, 19745,Tribunal de Fes,,Societe a Responsabilite Limitee, 100 000 
TELECOMMUNICATIONS ELECTRICITE GENERALE ET ELECTRONIQUE (STE DE) (SOTEGE), entrepreneur d'installations electriques (travaux de telecommunications d'electricite generale et d'electronique), Avenue Hassan Ii Ap 08 N220,Rabat,34.01366 : -6.848268, 42647,Tribunal de Rabat,,Societe a Responsabilite Limitee, 50 000 
DELTA TRAVAUX, travaux de construction, 10 Rue Kinnedy,Tanger-Assilah,35.774516 : -5.811588, 4459,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
YAP (STE GENERALE COMMERCIALE ET DE PRODUCTIONS), commerce de tous produits bruts et manufactures et particulierement de textiles chapellerie chemiserie tissus vetements cuirs, 20 Rue De L'horloge,Casablanca,33.596015 : -7.615715, 21475,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 41 500 
BASSEREAU (JUS DE RAISIN)," achat ou la prise a bail et l'exploitation de tous domaines agricole, vetecole, agrumicole, accessoirement le traitement du prdt de ces domaines", Propriete Ben Zina,Casablanca,33.533333 : -7.583333, 27083,Tribunal de Casablanca,,Societe Anonyme, 5 000 000 
ASEM MOREL (STE), fabrication ett commerce generale de toutes chaines et accessoires de chaines, 72 Rue Georges Mercie,Casablanca,33.5931 : -7.608775, 10975,Tribunal de Casablanca,,Societe Anonyme, 2 000 000 
SOLACOM (SOLACOM), informatique et bureautique, Boulevard Mohamed V Immeuble Al Yaacoubi Ndeg 2,Taza,34.229393 : -4.002513, 203,Tribunal de Taza,,Societe a Responsabilite Limitee, 60 000 
A3S," entrepreneur d'installation electrique (electronique), entrepreneur de securite, tenant ecole de (formation continue).", Imm Annassim 4eme Etage Appt 14 Av Hassan I Massira.,Agadir (M),30.408362 : -9.556906, 11659,Tribunal de Agadir, 000075482000053,Societe a Responsabilite Limitee, 100 000 
IMOTAN (IMOTAN), promotion immobilieres, 30 Rue Beethoven Residence Hayat I,Tanger-Assilah,35.7666667 : -5.7999999999999545, 5739,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
GHAZAFER (GHAZAFER)," l'achat, la vente ferme ou a la commission, la representation, le transport des fers, aciers et produits metalliques etc...", 140 Route Des Ouled Ziane,Casablanca,33.585825 : -7.59945, 61689,Tribunal de Casablanca,,Societe Anonyme, 100 000 
GERMANIA (GERMANIA), revente de produits chimiques realisation d'operations de desinfection et de deratisation, Zone Industrielle Tassila Lot 31,Dcheira El Jihadia (M),30.3658333 : -9.538055600000007, 73,Tribunal de Inzegane, 001804472000028,Societe a Responsabilite Limitee, 290 000 
KIN KAO (KIN KAO), fabricant de vetements confectionnes," Km 11,400 Route 111",Casablanca,33.61932 : -7.538236, 54579,Tribunal de Casablanca,,Societe Anonyme, 10 000 
BATIGOST, entrepreneur de travaux divers, 19 Bloc 74 Bernoussi,Sidi Bernoussi (AR),33.610869 : -7.504093, 163241,Tribunal de Casablanca, 001685341000045,Societe a Responsabilite Limitee, 100 000 
BUREAU DE REPRESENTATION COMMERCIALE & CONSEIL," representant de commerce,mport export de legumes et fruits de toute sorte de ; conditionnes au en vrac", Imm Chichaoua Gaz 1er Etage N 6 Rte De Safi,Marrakech,31.542785 : -8.760775, 21317,Tribunal de Marrakech, 001457303000093,Societe en Nom Collectif, 10 000 
SINGE QUI PLEURAIT (LE), marchand effectuant import-export, Rue 31 Bloc 14 Bennani Hay Mohammadi,Casablanca,33.586466 : -7.560805, 71073,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
NORD AFRICAINE D'ETUDES ET DE CONSTRUCTIONS (STE) (SNAEC), etudes projets travaux d'urbanisme et de construction travaux publics et particuliers, 112 Route De Bouskoura,Casablanca,33.51395 : -7.631709, 13793,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 600 000 
KB DE TOUTES PIECES MECANIQUE KERMANE ET BOUDHIM (ESE) (EKBTPM)," reparation d'electricite, reparateur mecanicien", Douar Abidar Cercle Ait Ourir,Marrakech,31.633333 : -8, 8873,Tribunal de Marrakech,,Societe en Nom Collectif, 187 000 
ATLAS DE CONFECTION (MANUFACTURE) (MANU ATLAS), fabricant de vetements confectionnes, 21 Rue Pouillac,Casablanca,33.582781 : -7.596082, 43401,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
INTERCONTINENTALE D'ACHAT ET DE DISTRIBUTION (INTER-ACHAT)," operations industrielles, commerciales, financieres, mobilieres ou immobilieres", 10 Av Mezergues,Meknes,33.894082 : -5.544582, 11806,Tribunal de Meknes,,Societe Anonyme, 30 000 000 
MAROCAINES (STE DE CREATIONS INDUSTRIELLES) (SOCRIM), la creation de toutes unites industrielles electriques de produits industriels, 3 Rue Termidi,Casablanca,33.57917 : -7.64281, 37575,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
RESTAURANT TRADITIONS, cafetier restauranteur, Centre 2000 Bd My Abderrahmane,Casablanca,33.599489 : -7.613621, 63781,Tribunal de Casablanca, 000084497000021,Societe a Responsabilite Limitee, 200 000 
OUALIDIA (BOULANGERIE EL), boulangerie, Kasba Oualidia,El-Jadida,32.735847 : -9.029849, 97,Tribunal de Eljadida,,Autre Forme Juridique, 10 000 
GALERIES DU NEGOCE (LES) (GALERINE)," achat, vente et distribution et l'exportation de tous produits ou marchandises destines au commerce", Hay Alinara 1 Lot 459 Avenue 2 Mars Ain Chok,Casablanca,33.58694440000001 : -7.6111111000000164, 48173,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
SONIVOX (STE) (SONIVOX)," acquisition, exploitation, vente de tous fonds de commerce de toute nature, ainsi que de tous biens, droits mobiliers et immobiliers", 2 Rue Chevandier De Valdrome,Casablanca,33.59382 : -7.61959, 11549,Tribunal de Casablanca,,Societe Anonyme, 80 000 
SAISS MARBRE, scierie mecanique pour le sciage du marbre, Quartier Industriel Bensouda Lot 23,Fes,34.0333333 : -5, 17039,Tribunal de Fes,,Societe Anonyme, 40 000 
COCODYLLE (STE IMMOBILIERE), toutes operations concernant immeubles, Bd Du Lido Dar Mabrouka,Casablanca,33.58694440000001 : -7.6111111000000164, 17851,Tribunal de Casablanca,,Societe Anonyme, 10 000 
NACIRI TAIBI ET CIE, vente d'autos, 16 Rue Ifni,Khouribga,32.87774 : -6.9153, 1506,Tribunal de Khouribga,,Societe a Responsabilite Limitee, 40 000 
ARTETI'S, promoteur a la construction d'immeubles - tnt une agence de publicite," 55 Resi Taib Bd Zerktouni App 2, Gueliz",Gueliz (AR),31.6333333 : -8, 20645,Tribunal de Marrakech,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
CITY TRAVAUX, tous travaux de batiment, Rte De Taroudant Usine Souss N 186,Inezgane- Ait Melloul,30.3658333 : -9.538055600000007, 2761,Tribunal de Inzegane, 001465115000047,Societe en Nom Collectif, 80 000 
OCAREB," restaurateur, traiteur, marchand effectuant import-export", Twin Center Centre Commercial 2eme Etage N294-295,Casablanca,33.587398 : -7.641117, 95807,Tribunal de Casablanca, 001322460000056,Societe a Responsabilite Limitee, 100 000 
ZAARI (BRIQUETERIE), vente briques tuiles et materiaux de constructions, Route De Meknes,Sale,34.0456478 : -6.8024781, 45,Tribunal de Sale,,Societe a Responsabilite Limitee, 3 640 000 
SERIM PRODUCTION, directeur de spectacles que, Rue Omar El Khattab N8 Agdal,Rabat,34.000125 : -6.844705, 27081,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
PALMIER (STUDIOS DU), creation acquisition vente location exploitation de tous fonds de commerce d'hotel restaurant meuble pension de famille, Lotissement Barak Quartier Palmier,Casablanca,33.58694440000001 : -7.6111111000000164, 20205,Tribunal de Casablanca,,Societe Anonyme, 5 000 
TOURISTIQUE UNIVERSEL (TRANSPORT), transport touristique et agence de voyages, 94 Av Prince Heritier,Tanger-Assilah,35.465942 : -6.030872, 5721,Tribunal de Tanger,,Societe Anonyme, 10 000 
ANSE, fourniture et services industriels transformation de pieces en caoutchouc," Zone Franche D'exportation, Lot Ndeg7",Tanger-Medina (AR),35.718396 : -5.914545, 25573,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 
FRANCAISE DE CHAUDRONNERIE ET MECANIQUE GENERALE (STE), entreprise de chaudronnerie et mecanique generale, Place Du R'bat N13,Safi,32.309897 : -9.232274, 1019,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 600 000 
PHYTOMAR SA," importation, exportation,commercialisation de produits cosmetiques de materiel medical et de materiel de remise en import commercialisation de produits cosmetiques", Vigie Immeuble 2eme Etage 13 Bd Sidi Mohamed Ben Abdellah,Casablanca,33.605027 : -7.61988, 100333,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 300 000 
ANFOU MAROC (GARAGE), creation exploitation garages station reparation commerce pieces detachees etc..., 45 Rue Lancy,Casablanca,33.533333 : -7.583333, 22825,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 5 000 
AM-TRODE," fabricant d'appareillage electrique, marchand importateur", Km 32.800 Route 11 Bouskoura Ouled Salah Douar Touama,Casablanca,33.58694440000001 : -7.6111111000000164, 67603,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 200 000 
STE EL FATMI MEDIC," vente et achat du produits medical et assimile des plantes medicinales negoce, import export", Av Kayraouane N 77 Hay Saada,Laayoune,27.158503 : -13.207882, 5943,Tribunal de Laayoune,,Societe en Nom Collectif, 100 000 
FOURNITURES INDUSTRIELLES DU PROGRES (STE DES) (SFIP), forniture industrielle, Allees Desbangain Villier Llier,Casablanca,33.564629 : -7.621954, 70443,Tribunal de Casablanca, 001533776000064,Societe a Responsabilite Limitee, 100 000 
DO-MAGHREB, marchand effectuant import-export, 35bis Rue Nada,Casablanca,33.533333 : -7.583333, 61651,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
REGIONALE DES MINES (STE) (SOREMIN), exploitation et traitement des mines, Lot 105 Bureau B Quartier Industriel Bensouda,Fes,34.00714 : -5.052033, 19719,Tribunal de Fes,,Societe a Responsabilite Limitee, 100 000 
SONAGLO (SONAGLO), exploitant une fabrique d'agglomores, N 5 Vam Fleury Rue W,Kenitra,34.257394 : -6.590154, 25281,Tribunal de Kenitra,,Societe Anonyme, 100 000 
BIED EL GHARB, aviculteur, Fouarat Km 4,Kenitra,34.257394 : -6.590154, 25173,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 5 000 000 
SMAALA-OUED ZEM (MINES D'ANTIMOINE DES), recherches et exploitations minieres, 183 Boulevard D'anfa,Casablanca,33.58941 : -7.64016, 5137,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 50 000 
TECHNIQUE-TAPIS, fabricant de tapis, Bir Rami Rue Des Ecoles,Kenitra,34.257394 : -6.590154, 24973,Tribunal de Kenitra,,Societe Anonyme, 150 000 
MARFIL (MARFIL), import-export, 73 Avenue Houmane El Fetouaki,Casablanca,33.59355 : -7.61359, 68399,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
MOUASSASSAT WEHBE LIHAFR ALABAR, le creusement des puits d'une facon generale, 23 Rue Nolly,Casablanca,33.58694440000001 : -7.6111111000000164, 56727,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
GILLES CAR," la confection de tous articles d'habillement ou autres, l'achat, pour son propre compte, de tous textiles, la vente et le negoce", 32/30 Hay My Abdalhak Rue N89 Ain Chok,Casablanca,33.532723 : -7.617047, 55897,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
UNION DU NORD, travaux compatble transit publicite import et export, Rue De Holland Imm Touria Iideg Etage Bloc C N 128,Tanger-Assilah,35.778776 : -5.814283, 25327,Tribunal de Tanger, 001452316000009,Societe a Responsabilite Limitee, 100 000 
SOCIETE D'EFFILOCHAGE DE TOUS CHIFFONS (GARNITEX )," l'efilochage de tous chiffons la fabrication de toutes matieres textiles, commercialisation et distribution de tous produits synthetiques", Angle Rue Brahim Roudani Et Rue Doukkala,Mohammedia (M),33.699056 : -7.392061, 389,Tribunal de Mohammedia, 001713461000024,Societe a Responsabilite Limitee, 2 000 000 
